date,BIST100,USD_TRY,advancing_stocks,declining_stocks,CPI,CBRT_Rate,5Y_CDS_Spread
2016-12-01,725.1951293945312,3.435260057449341,0,10,7.0,8.0,301.5
2016-12-02,733.9050903320312,3.497339963912964,8,1,7.0,8.0,297.96
2016-12-05,735.9931030273438,3.5423500537872314,6,4,7.0,8.0,291.62
2016-12-06,754.3289794921875,3.5186100006103516,10,1,7.0,8.0,284.08
2016-12-07,760.303955078125,3.446579933166504,9,1,7.0,8.0,274.72
2016-12-08,759.2890014648438,3.3886001110076904,3,6,7.0,8.0,279.21
2016-12-09,757.2689819335938,3.4502999782562256,3,5,7.0,8.0,279.2
2016-12-12,762.3919677734375,3.5111000537872314,8,2,7.0,8.0,279.86
2016-12-13,769.9489135742188,3.468329906463623,7,2,7.0,8.0,279.65
2016-12-14,768.804931640625,3.4857800006866455,5,4,7.0,8.0,272.29
2016-12-15,776.7818603515625,3.5315001010894775,8,2,7.0,8.0,279.47
2016-12-16,775.8928833007812,3.507699966430664,4,6,7.0,8.0,276.85
2016-12-19,771.5739135742188,3.490730047225952,5,5,7.0,8.0,275.21
2016-12-20,778.0748291015625,3.5327999591827393,10,1,7.0,8.0,275.59
2016-12-21,776.19091796875,3.521699905395508,3,6,7.0,8.0,271.88
2016-12-22,774.0429077148438,3.508229970932007,2,8,7.0,8.0,269.22
2016-12-23,769.7178955078125,3.506380081176758,5,5,7.0,8.0,268.73
2016-12-26,770.2808837890625,3.5090200901031494,6,3,7.0,8.0,268.73
2016-12-27,766.9899291992188,3.51104998588562,3,7,7.0,8.0,268.74
2016-12-28,775.472900390625,3.5218000411987305,8,2,7.0,8.0,269.24
2016-12-29,778.3548583984375,3.535330057144165,2,7,7.0,8.0,268.24
2016-12-30,781.3828735351562,3.5176000595092773,6,3,7.0,8.0,268.3
2017-01-02,777.5408325195312,3.534899950027466,3,7,8.53,8.0,268.36
2017-01-03,766.1779174804688,3.5418999195098877,1,9,8.53,8.0,270.93
2017-01-04,761.4319458007812,3.5922999382019043,2,8,8.53,8.0,266.0
2017-01-05,763.8589477539062,3.5693700313568115,7,2,8.53,8.0,265.1
2017-01-06,771.0618896484375,3.591909885406494,8,1,8.53,8.0,263.92
2017-01-09,773.9398803710938,3.6398301124572754,8,2,8.53,8.0,280.24
2017-01-10,773.9329223632812,3.7084898948669434,6,4,8.53,8.0,281.74
2017-01-11,776.661865234375,3.7982499599456787,3,6,8.53,8.0,298.36
2017-01-12,808.9057006835938,3.8740999698638916,10,1,8.53,8.0,284.13
2017-01-13,815.2386474609375,3.7634100914001465,9,1,8.53,8.0,281.38
2017-01-16,817.1126708984375,3.7377800941467285,9,1,8.53,8.0,279.93
2017-01-17,823.6235961914062,3.806030035018921,7,1,8.53,8.0,279.8
2017-01-18,827.7886352539062,3.7607998847961426,4,6,8.53,8.0,277.97
2017-01-19,822.9985961914062,3.806570053100586,3,6,8.53,8.0,280.3
2017-01-20,830.6676025390625,3.8269999027252197,8,2,8.53,8.0,274.05
2017-01-23,830.4736328125,3.765429973602295,5,4,8.53,8.0,269.61
2017-01-24,842.0745239257812,3.754499912261963,9,1,8.53,8.0,265.12
2017-01-25,831.2786254882812,3.781909942626953,0,10,8.53,8.0,269.46
2017-01-26,838.2605590820312,3.833400011062622,8,2,8.53,8.0,266.6
2017-01-27,838.26953125,3.859800100326538,3,6,8.53,8.0,267.8
2017-01-30,862.3704223632812,3.868000030517578,10,1,8.53,8.0,261.37
2017-01-31,862.952392578125,3.7761900424957275,6,4,9.22,8.0,262.47
2017-02-01,868.4754028320312,3.7725000381469727,8,1,9.22,8.0,261.96
2017-02-02,873.9373779296875,3.771559953689575,5,5,9.22,8.0,254.15
2017-02-03,883.8903198242188,3.7345099449157715,7,2,9.22,8.0,242.86
2017-02-06,873.5743408203125,3.7008299827575684,2,8,9.22,8.0,244.99
2017-02-07,874.7623901367188,3.687000036239624,7,3,9.22,8.0,253.19
2017-02-08,882.486328125,3.740689992904663,6,3,9.22,8.0,250.12
2017-02-09,888.2973022460938,3.7105000019073486,6,2,9.22,8.0,245.48
2017-02-10,874.7283325195312,3.6842000484466553,3,7,9.22,8.0,243.42
2017-02-13,885.7783203125,3.6860198974609375,8,1,9.22,8.0,238.19
2017-02-14,880.8173217773438,3.6707000732421875,4,6,9.22,8.0,233.6
2017-02-15,878.8153686523438,3.651900053024292,5,5,9.22,8.0,233.83
2017-02-16,881.8643188476562,3.6558799743652344,5,5,9.22,8.0,234.23
2017-02-17,888.29931640625,3.6673998832702637,5,3,9.22,8.0,237.18
2017-02-20,885.872314453125,3.6305999755859375,6,3,9.22,8.0,236.95
2017-02-21,889.6463012695312,3.6234400272369385,7,2,9.22,8.0,235.27
2017-02-22,885.3082885742188,3.625230073928833,3,6,9.22,8.0,235.7
2017-02-23,891.3792724609375,3.5824999809265137,6,2,9.22,8.0,231.8
2017-02-24,882.580322265625,3.5683000087738037,2,7,9.22,8.0,233.51
2017-02-27,877.6493530273438,3.598989963531494,4,6,9.22,8.0,233.39
2017-02-28,874.7783813476562,3.6068999767303467,2,8,9.22,8.0,237.89
2017-03-01,893.1982421875,3.642199993133545,10,1,9.22,8.0,241.2
2017-03-02,899.334228515625,3.6505000591278076,6,4,9.22,8.0,240.51
2017-03-03,897.2162475585938,3.726759910583496,4,6,10.13,8.0,239.26
2017-03-06,910.4451904296875,3.709779977798462,9,1,10.13,8.0,238.79
2017-03-07,908.1311645507812,3.713330030441284,1,9,10.13,8.0,229.54
2017-03-08,894.84423828125,3.6786000728607178,1,9,10.13,8.0,232.02
2017-03-09,890.0213012695312,3.744070053100586,3,7,10.13,8.0,237.38
2017-03-10,896.1092529296875,3.7732601165771484,8,2,10.13,8.0,229.53
2017-03-13,894.292236328125,3.7397799491882324,5,4,10.13,8.0,231.74
2017-03-14,891.3602905273438,3.740999937057495,4,5,10.13,8.0,234.36
2017-03-15,894.4512329101562,3.740600109100342,5,5,10.13,8.0,230.75
2017-03-16,902.67822265625,3.6739799976348877,7,2,10.13,8.0,222.39
2017-03-17,904.9091796875,3.6280999183654785,4,6,10.13,8.0,218.35
2017-03-20,909.0161743164062,3.628649950027466,7,2,10.13,8.0,232.78
2017-03-21,906.0601806640625,3.623300075531006,2,8,10.13,8.0,227.61
2017-03-22,898.0862426757812,3.6324000358581543,3,7,10.13,8.0,234.92
2017-03-23,897.63623046875,3.6157000064849854,5,4,10.13,8.0,231.58
2017-03-24,903.8222045898438,3.6328999996185303,6,3,10.13,8.0,229.84
2017-03-27,896.9462280273438,3.6015000343322754,3,7,10.13,8.0,233.89
2017-03-28,901.812255859375,3.6150999069213867,7,3,10.13,8.0,232.71
2017-03-29,892.6922607421875,3.6565499305725098,3,7,10.13,8.0,235.78
2017-03-30,892.8182373046875,3.643699884414673,7,3,10.13,8.0,234.03
2017-03-31,889.4692993164062,3.6542999744415283,4,5,11.29,8.0,235.39
2017-04-03,886.6903076171875,3.6284799575805664,6,4,11.29,8.0,234.42
2017-04-04,886.1212768554688,3.644200086593628,5,5,11.29,8.0,231.62
2017-04-05,890.3703002929688,3.6775999069213867,8,2,11.29,8.0,229.85
2017-04-06,886.7852783203125,3.703900098800659,2,8,11.29,8.0,232.19
2017-04-07,884.9683227539062,3.70524001121521,4,6,11.29,8.0,230.84
2017-04-10,912.4002075195312,3.7279999256134033,9,1,11.29,8.0,232.91
2017-04-11,909.0401611328125,3.7281999588012695,4,6,11.29,8.0,233.93
2017-04-12,909.5171508789062,3.6949000358581543,3,6,11.29,8.0,232.09
2017-04-13,898.7022094726562,3.6470000743865967,0,10,11.29,8.0,229.47
2017-04-14,900.6322631835938,3.6677699089050293,6,4,11.29,8.0,229.48
2017-04-17,906.533203125,3.635699987411499,8,1,11.29,8.0,229.49
2017-04-18,913.733154296875,3.7009201049804688,5,4,11.29,8.0,227.92
2017-04-19,908.0361938476562,3.655410051345825,4,6,11.29,8.0,228.79
2017-04-20,920.3890991210938,3.6718499660491943,10,1,11.29,8.0,226.85
2017-04-21,924.234130859375,3.6407999992370605,7,3,11.29,8.0,227.25
2017-04-24,938.0230102539062,3.6126999855041504,8,1,11.29,8.0,218.88
2017-04-25,946.343994140625,3.5751500129699707,7,2,11.29,8.0,218.65
2017-04-26,945.218017578125,3.5776898860931396,5,5,11.29,8.0,216.18
2017-04-27,942.8200073242188,3.57069993019104,5,5,11.29,8.0,208.91
2017-04-28,946.5479736328125,3.5632998943328857,4,5,11.29,8.0,203.89
2017-05-02,943.5540161132812,3.5532000064849854,6,4,11.87,8.0,197.79
2017-05-03,938.6220092773438,3.522599935531616,3,7,11.87,8.0,197.85
2017-05-04,930.3800659179688,3.533799886703491,4,6,11.87,8.0,202.21
2017-05-05,939.2789916992188,3.5537099838256836,7,3,11.87,8.0,202.23
2017-05-08,938.322021484375,3.5404300689697266,3,6,11.87,8.0,202.01
2017-05-09,953.2289428710938,3.5845999717712402,7,2,11.87,8.0,203.94
2017-05-10,961.9368896484375,3.6225600242614746,7,3,11.87,8.0,203.2
2017-05-11,951.1359252929688,3.583899974822998,2,8,11.87,8.0,202.72
2017-05-12,949.9589233398438,3.5773000717163086,4,5,11.87,8.0,205.61
2017-05-15,955.8729248046875,3.5724000930786133,8,2,11.87,8.0,202.53
2017-05-16,961.60986328125,3.5467000007629395,8,2,11.87,8.0,200.53
2017-05-17,957.2449340820312,3.541749954223633,6,4,11.87,8.0,207.04
2017-05-18,951.4679565429688,3.5840001106262207,2,8,11.87,8.0,214.5
2017-05-22,963.994873046875,3.575659990310669,8,2,11.87,8.0,203.55
2017-05-23,977.1697998046875,3.5659000873565674,9,1,11.87,8.0,200.85
2017-05-24,983.1328125,3.573780059814453,8,1,11.87,8.0,198.39
2017-05-25,977.1238403320312,3.558500051498413,2,8,11.87,8.0,194.33
2017-05-26,975.3278198242188,3.5673000812530518,7,3,11.87,8.0,194.05
2017-05-29,977.2548217773438,3.577199935913086,7,2,11.87,8.0,194.05
2017-05-30,973.4708251953125,3.5801000595092773,2,8,11.87,8.0,195.52
2017-05-31,975.4108276367188,3.552500009536743,4,5,11.72,8.0,196.02
2017-06-01,973.65283203125,3.5281999111175537,6,3,11.72,8.0,194.33
2017-06-02,988.6737670898438,3.5297999382019043,9,1,11.72,8.0,194.05
2017-06-05,981.914794921875,3.505389928817749,3,7,11.72,8.0,190.7
2017-06-06,983.309814453125,3.524600028991699,7,2,11.72,8.0,190.14
2017-06-07,976.1597900390625,3.5136001110076904,3,7,11.72,8.0,193.39
2017-06-08,979.7698364257812,3.550960063934326,7,3,11.72,8.0,194.36
2017-06-09,989.4237670898438,3.5309200286865234,8,1,11.72,8.0,193.39
2017-06-12,994.415771484375,3.5387001037597656,4,6,11.72,8.0,188.28
2017-06-13,992.9917602539062,3.515700101852417,4,6,11.72,8.0,185.11
2017-06-14,996.357666015625,3.5173399448394775,5,5,11.72,8.0,178.95
2017-06-15,987.36474609375,3.48865008354187,3,7,11.72,8.0,185.14
2017-06-16,981.9208374023438,3.513000011444092,1,9,11.72,8.0,186.34
2017-06-19,993.3157348632812,3.500499963760376,8,2,11.72,8.0,188.09
2017-06-20,992.687744140625,3.522200107574463,1,8,11.72,8.0,193.63
2017-06-21,993.895751953125,3.543800115585327,6,4,11.72,8.0,192.32
2017-06-22,1000.7166748046875,3.530600070953369,8,2,11.72,8.0,188.55
2017-06-23,996.3817138671875,3.5129001140594482,2,7,11.72,8.0,187.83
2017-06-28,1006.1716918945312,3.5237998962402344,6,3,11.72,8.0,189.52
2017-06-29,1001.897705078125,3.511699914932251,1,9,11.72,8.0,191.53
2017-06-30,1004.398681640625,3.5242300033569336,5,5,11.72,8.0,193.21
2017-07-03,1005.2177124023438,3.5192999839782715,4,6,10.9,8.0,196.1
2017-07-04,1012.0726318359375,3.5546000003814697,8,2,10.9,8.0,196.06
2017-07-05,1007.4396362304688,3.5576999187469482,1,9,10.9,8.0,201.45
2017-07-06,1006.2647094726562,3.607300043106079,6,4,10.9,8.0,203.46
2017-07-07,1000.8386840820312,3.620990037918091,2,8,10.9,8.0,205.41
2017-07-10,1010.9666137695312,3.6201000213623047,10,1,10.9,8.0,201.21
2017-07-12,1038.092529296875,3.615600109100342,6,4,10.9,8.0,193.93
2017-07-13,1042.0965576171875,3.5692200660705566,5,4,10.9,8.0,190.53
2017-07-14,1051.7513427734375,3.5659899711608887,9,1,10.9,8.0,188.31
2017-07-17,1062.1644287109375,3.5334999561309814,9,1,10.9,8.0,186.39
2017-07-18,1057.1773681640625,3.5288000106811523,1,9,10.9,8.0,186.61
2017-07-19,1074.1693115234375,3.5243101119995117,8,2,10.9,8.0,183.96
2017-07-20,1067.350341796875,3.521199941635132,2,8,10.9,8.0,182.01
2017-07-21,1068.42236328125,3.5267999172210693,5,3,10.9,8.0,180.29
2017-07-24,1067.099365234375,3.5315001010894775,4,5,10.9,8.0,182.99
2017-07-25,1070.4012451171875,3.5559399127960205,6,4,10.9,8.0,185.94
2017-07-26,1072.0562744140625,3.5710999965667725,7,3,10.9,8.0,181.74
2017-07-27,1083.9112548828125,3.534250020980835,8,2,10.9,8.0,181.33
2017-07-28,1076.9912109375,3.536520004272461,3,7,10.9,8.0,181.29
2017-07-31,1075.3082275390625,3.5322999954223633,5,5,9.79,8.0,181.55
2017-08-01,1061.4683837890625,3.517699956893921,0,10,9.79,8.0,178.82
2017-08-02,1065.2484130859375,3.5285000801086426,9,1,9.79,8.0,178.19
2017-08-03,1071.5322265625,3.537760019302368,5,3,9.79,8.0,174.21
2017-08-04,1085.447265625,3.539299964904785,9,1,9.79,8.0,172.06
2017-08-07,1097.80517578125,3.5323500633239746,8,2,9.79,8.0,171.54
2017-08-08,1096.3851318359375,3.5286600589752197,2,8,9.79,8.0,169.6
2017-08-09,1087.1402587890625,3.530289888381958,2,7,9.79,8.0,173.06
2017-08-10,1077.998291015625,3.5386600494384766,2,8,9.79,8.0,177.92
2017-08-11,1069.6253662109375,3.5422000885009766,3,7,9.79,8.0,179.14
2017-08-14,1095.3681640625,3.5334999561309814,10,1,9.79,8.0,173.83
2017-08-15,1069.12744140625,3.5253000259399414,0,10,9.79,8.0,172.13
2017-08-16,1068.6143798828125,3.53629994392395,4,5,9.79,8.0,172.83
2017-08-17,1068.2474365234375,3.516040086746216,4,5,9.79,8.0,173.89
2017-08-18,1072.018310546875,3.528899908065796,6,4,9.79,8.0,177.52
2017-08-21,1086.143310546875,3.5164999961853027,9,1,9.79,8.0,175.8
2017-08-22,1085.939208984375,3.4962000846862793,3,6,9.79,8.0,172.67
2017-08-23,1089.521240234375,3.4958999156951904,7,3,9.79,8.0,171.96
2017-08-24,1091.533203125,3.4819600582122803,5,4,9.79,8.0,172.26
2017-08-25,1097.545166015625,3.485300064086914,7,2,9.79,8.0,170.75
2017-08-28,1103.3941650390625,3.441699981689453,8,2,9.79,8.0,173.66
2017-08-29,1104.22509765625,3.4558699131011963,5,5,9.79,8.0,170.52
2017-08-31,1100.09912109375,3.4551000595092773,2,8,10.68,8.0,159.8
2017-09-05,1088.7242431640625,3.4309000968933105,1,8,10.68,8.0,159.78
2017-09-06,1096.1121826171875,3.4367499351501465,6,4,10.68,8.0,161.28
2017-09-07,1097.4241943359375,3.428679943084717,6,4,10.68,8.0,160.77
2017-09-08,1084.51123046875,3.402740001678467,2,8,10.68,8.0,161.82
2017-09-11,1094.5740966796875,3.4091999530792236,7,3,10.68,8.0,158.68
2017-09-12,1091.291259765625,3.411799907684326,4,5,10.68,8.0,161.1
2017-09-13,1081.54931640625,3.4326000213623047,2,8,10.68,8.0,162.09
2017-09-14,1082.436279296875,3.4584999084472656,3,6,10.68,8.0,161.6
2017-09-15,1077.4112548828125,3.4321000576019287,5,5,10.68,8.0,160.63
2017-09-18,1065.34033203125,3.4409499168395996,1,8,10.68,8.0,160.14
2017-09-19,1049.17236328125,3.4883999824523926,1,9,10.68,8.0,164.54
2017-09-20,1053.2314453125,3.488149881362915,7,3,10.68,8.0,183.5
2017-09-21,1040.0064697265625,3.5048000812530518,1,8,10.68,8.0,187.35
2017-09-22,1041.2235107421875,3.50600004196167,5,5,10.68,8.0,182.99
2017-09-25,1022.6965942382812,3.4992001056671143,1,9,10.68,8.0,192.25
2017-09-26,1039.2874755859375,3.5434999465942383,10,1,10.68,8.0,189.88
2017-09-27,1012.1776123046875,3.541640043258667,1,9,10.68,8.0,189.9
2017-09-28,1026.5054931640625,3.577549934387207,9,1,10.68,8.0,186.46
2017-09-29,1029.071533203125,3.558310031890869,4,5,10.68,8.0,184.28
2017-10-02,1039.301513671875,3.5622000694274902,10,1,11.2,8.0,179.87
2017-10-03,1039.070556640625,3.5671799182891846,4,6,11.2,8.0,178.88
2017-10-04,1045.4735107421875,3.573699951171875,6,4,11.2,8.0,175.75
2017-10-05,1043.3375244140625,3.5732998847961426,0,10,11.2,8.0,172.78
2017-10-06,1041.3695068359375,3.586899995803833,4,5,11.2,8.0,175.04
2017-10-09,1012.974609375,3.706700086593628,0,10,11.2,8.0,186.24
2017-10-10,1033.9344482421875,3.7060999870300293,10,1,11.2,8.0,179.41
2017-10-11,1038.154541015625,3.706820011138916,5,5,11.2,8.0,176.25
2017-10-12,1059.3173828125,3.64451003074646,10,1,11.2,8.0,175.53
2017-10-13,1062.2513427734375,3.6568000316619873,4,6,11.2,8.0,176.74
2017-10-16,1064.7393798828125,3.6377999782562256,7,3,11.2,8.0,174.36
2017-10-17,1069.9034423828125,3.6454999446868896,7,3,11.2,8.0,175.55
2017-10-18,1069.2584228515625,3.665299892425537,5,4,11.2,8.0,172.43
2017-10-19,1084.330322265625,3.673190116882324,10,1,11.2,8.0,170.92
2017-10-20,1084.8812255859375,3.652400016784668,3,7,11.2,8.0,171.47
2017-10-23,1073.0272216796875,3.688390016555786,3,6,11.2,8.0,175.05
2017-10-24,1072.0572509765625,3.7130000591278076,4,4,11.2,8.0,179.5
2017-10-25,1083.542236328125,3.737370014190674,7,3,11.2,8.0,180.3
2017-10-26,1073.34228515625,3.7586300373077393,4,6,11.2,8.0,189.02
2017-10-27,1078.834228515625,3.8183999061584473,5,4,11.2,8.0,186.49
2017-10-30,1084.6622314453125,3.787100076675415,7,3,11.2,8.0,181.87
2017-10-31,1101.420166015625,3.777250051498413,9,1,11.9,8.0,184.38
2017-11-01,1130.237060546875,3.7873001098632812,9,1,11.9,8.0,186.55
2017-11-02,1129.9429931640625,3.8111801147460938,7,3,11.9,8.0,189.73
2017-11-03,1112.922119140625,3.7992000579833984,1,9,11.9,8.0,198.29
2017-11-06,1141.65087890625,3.881200075149536,9,1,11.9,8.0,196.35
2017-11-07,1122.7130126953125,3.8261499404907227,2,8,11.9,8.0,204.89
2017-11-08,1118.93896484375,3.882930040359497,5,5,11.9,8.0,207.06
2017-11-09,1102.4591064453125,3.865499973297119,2,8,11.9,8.0,208.25
2017-11-10,1089.48828125,3.8610498905181885,2,7,11.9,8.0,210.03
2017-11-13,1088.5902099609375,3.858109951019287,4,6,11.9,8.0,212.19
2017-11-14,1101.4791259765625,3.868499994277954,6,4,11.9,8.0,212.17
2017-11-15,1077.1593017578125,3.886359930038452,1,9,11.9,8.0,209.5
2017-11-17,1062.389404296875,3.8631598949432373,5,5,11.9,8.0,206.58
2017-11-20,1039.113525390625,3.8683300018310547,1,9,11.9,8.0,215.65
2017-11-21,1052.67236328125,3.9265999794006348,9,1,11.9,8.0,217.06
2017-11-22,1059.63037109375,3.960400104522705,6,4,11.9,8.0,208.22
2017-11-23,1050.25537109375,3.9177000522613525,2,8,11.9,8.0,204.15
2017-11-24,1045.3885498046875,3.921299934387207,3,6,11.9,8.0,204.42
2017-11-27,1047.5914306640625,3.950700044631958,5,4,11.9,8.0,198.05
2017-11-28,1020.674560546875,3.905100107192993,0,9,11.9,8.0,203.9
2017-11-29,1023.41259765625,3.9644999504089355,4,6,11.9,8.0,204.42
2017-11-30,1039.8385009765625,3.956049919128418,7,3,11.9,8.0,197.6
2017-12-01,1035.58447265625,3.916440010070801,3,7,12.98,8.0,198.95
2017-12-04,1052.1434326171875,3.9244000911712646,9,1,12.98,8.0,191.3
2017-12-05,1062.5943603515625,3.8749001026153564,9,1,12.98,8.0,184.41
2017-12-06,1053.0333251953125,3.8415000438690186,0,9,12.98,8.0,184.86
2017-12-07,1064.4693603515625,3.850100040435791,10,1,12.98,8.0,186.09
2017-12-08,1079.207275390625,3.8650500774383545,9,1,12.98,8.0,182.92
2017-12-11,1091.5592041015625,3.837100028991699,5,5,12.98,8.0,181.97
2017-12-12,1090.4892578125,3.8310699462890625,6,3,12.98,8.0,179.3
2017-12-13,1081.5262451171875,3.8457999229431152,4,6,12.98,8.0,174.65
2017-12-14,1096.6580810546875,3.8129000663757324,9,1,12.98,8.0,178.39
2017-12-15,1093.296142578125,3.884200096130371,3,6,12.98,8.0,174.69
2017-12-18,1102.47314453125,3.8559000492095947,7,3,12.98,8.0,168.33
2017-12-19,1101.76513671875,3.8287599086761475,3,7,12.98,8.0,169.8
2017-12-20,1104.5411376953125,3.8315999507904053,7,2,12.98,8.0,168.32
2017-12-21,1112.714111328125,3.8216500282287598,7,3,12.98,8.0,167.83
2017-12-22,1110.9891357421875,3.8176000118255615,2,8,12.98,8.0,167.82
2017-12-26,1120.06103515625,3.8064000606536865,3,5,12.98,8.0,167.81
2017-12-27,1121.490966796875,3.8070199489593506,6,4,12.98,8.0,168.28
2017-12-28,1144.7989501953125,3.8148999214172363,8,2,12.98,8.0,166.89
2017-12-29,1153.3238525390625,3.776859998703003,8,2,12.98,8.0,166.6
2018-01-02,1175.2357177734375,3.791100025177002,10,1,11.92,8.0,162.51
2018-01-03,1160.515869140625,3.7655999660491943,4,6,11.92,8.0,161.25
2018-01-04,1154.9058837890625,3.780600070953369,3,7,11.92,8.0,159.34
2018-01-05,1166.372802734375,3.750269889831543,10,1,11.92,8.0,157.63
2018-01-08,1163.038818359375,3.7323501110076904,4,6,11.92,8.0,160.78
2018-01-09,1150.221923828125,3.7439000606536865,1,9,11.92,8.0,162.52
2018-01-10,1135.8890380859375,3.7684199810028076,2,8,11.92,8.0,163.0
2018-01-11,1147.181884765625,3.7987000942230225,9,1,11.92,8.0,159.83
2018-01-12,1146.43994140625,3.773550033569336,1,9,11.92,8.0,155.2
2018-01-15,1121.5860595703125,3.7515599727630615,0,9,11.92,8.0,156.18
2018-01-16,1144.1778564453125,3.7999699115753174,9,1,11.92,8.0,160.13
2018-01-17,1165.9188232421875,3.7986700534820557,7,3,11.92,8.0,162.81
2018-01-18,1168.5538330078125,3.8151700496673584,5,5,11.92,8.0,163.07
2018-01-19,1151.46484375,3.7654800415039062,1,9,11.92,8.0,167.68
2018-01-22,1172.3487548828125,3.823230028152466,8,2,11.92,8.0,163.53
2018-01-23,1183.9947509765625,3.7764999866485596,5,5,11.92,8.0,163.54
2018-01-24,1196.4776611328125,3.768199920654297,4,5,11.92,8.0,163.05
2018-01-25,1186.03466796875,3.7493999004364014,0,9,11.92,8.0,164.02
2018-01-26,1207.0126953125,3.7596800327301025,6,4,11.92,8.0,163.09
2018-01-29,1208.446533203125,3.7499799728393555,6,2,11.92,8.0,166.45
2018-01-30,1193.024658203125,3.786400079727173,4,5,11.92,8.0,168.18
2018-01-31,1195.2816162109375,3.7757198810577393,6,4,10.35,8.0,165.75
2018-02-01,1190.4376220703125,3.7562999725341797,4,6,10.35,8.0,160.85
2018-02-02,1181.187744140625,3.7337000370025635,3,7,10.35,8.0,165.47
2018-02-05,1168.520751953125,3.771899938583374,2,8,10.35,8.0,166.93
2018-02-06,1154.56689453125,3.7867000102996826,2,8,10.35,8.0,168.44
2018-02-07,1155.6959228515625,3.764709949493408,5,5,10.35,8.0,164.43
2018-02-08,1142.62890625,3.802500009536743,0,9,10.35,8.0,172.97
2018-02-09,1135.89697265625,3.822619915008545,5,4,10.35,8.0,181.76
2018-02-12,1148.2098388671875,3.8167500495910645,8,1,10.35,8.0,175.15
2018-02-13,1144.9388427734375,3.7976601123809814,4,6,10.35,8.0,180.74
2018-02-14,1134.5440673828125,3.804800033569336,2,8,10.35,8.0,177.42
2018-02-15,1162.249755859375,3.7797300815582275,8,1,10.35,8.0,172.21
2018-02-16,1165.103759765625,3.7646000385284424,5,4,10.35,8.0,162.92
2018-02-19,1158.8138427734375,3.74685001373291,5,5,10.35,8.0,162.18
2018-02-20,1134.322998046875,3.7581899166107178,0,10,10.35,8.0,170.52
2018-02-21,1163.15380859375,3.797800064086914,10,1,10.35,8.0,165.38
2018-02-22,1168.40283203125,3.7918601036071777,8,2,10.35,8.0,168.0
2018-02-23,1175.208740234375,3.782399892807007,5,4,10.35,8.0,170.48
2018-02-26,1187.91259765625,3.787839889526367,8,2,10.35,8.0,166.11
2018-02-27,1188.3096923828125,3.7850899696350098,3,7,10.35,8.0,165.92
2018-02-28,1189.501708984375,3.815200090408325,4,6,10.35,8.0,166.33
2018-03-01,1176.3148193359375,3.8029000759124756,3,7,10.35,8.0,169.04
2018-03-02,1168.5858154296875,3.8076999187469482,3,7,10.35,8.0,173.8
2018-03-05,1169.455810546875,3.8101000785827637,5,5,10.26,8.0,171.52
2018-03-06,1167.0927734375,3.8106000423431396,4,5,10.26,8.0,167.1
2018-03-07,1168.417724609375,3.798799991607666,6,3,10.26,8.0,167.37
2018-03-08,1165.664794921875,3.8062899112701416,3,6,10.26,8.0,167.84
2018-03-09,1169.1387939453125,3.823499917984009,3,7,10.26,8.0,165.42
2018-03-12,1184.1077880859375,3.812000036239624,10,1,10.26,8.0,167.34
2018-03-13,1182.6627197265625,3.8427000045776367,6,4,10.26,8.0,171.7
2018-03-14,1175.9207763671875,3.8698999881744385,3,6,10.26,8.0,171.21
2018-03-15,1172.0087890625,3.8803000450134277,1,9,10.26,8.0,172.43
2018-03-16,1172.15673828125,3.8935399055480957,4,5,10.26,8.0,175.41
2018-03-19,1154.4969482421875,3.918299913406372,2,8,10.26,8.0,180.95
2018-03-20,1164.311767578125,3.9432899951934814,8,2,10.26,8.0,193.82
2018-03-21,1176.5067138671875,3.932149887084961,10,1,10.26,8.0,189.44
2018-03-22,1171.0968017578125,3.9087700843811035,3,7,10.26,8.0,193.17
2018-03-23,1166.021728515625,3.9738800525665283,5,5,10.26,8.0,197.43
2018-03-26,1164.19677734375,3.9814000129699707,6,4,10.26,8.0,199.68
2018-03-27,1161.9588623046875,3.9655001163482666,1,9,10.26,8.0,196.91
2018-03-28,1141.286865234375,3.979180097579956,3,7,10.26,8.0,200.92
2018-03-29,1148.43994140625,4.013299942016602,9,1,10.26,8.0,191.4
2018-03-30,1149.2958984375,3.9449000358581543,5,5,10.26,8.0,191.4
2018-04-02,1144.4149169921875,3.9518399238586426,0,10,10.23,8.0,191.41
2018-04-03,1145.9349365234375,3.977099895477295,4,6,10.23,8.0,190.99
2018-04-04,1139.7498779296875,3.9893500804901123,5,5,10.23,8.0,193.32
2018-04-05,1149.4698486328125,3.999109983444214,9,1,10.23,8.0,193.84
2018-04-06,1147.368896484375,4.03941011428833,5,5,10.23,8.0,196.67
2018-04-09,1131.5550537109375,4.047100067138672,1,9,10.23,8.0,205.02
2018-04-10,1107.12109375,4.075500011444092,0,10,10.23,8.0,207.49
2018-04-11,1092.5262451171875,4.1095499992370605,2,8,10.23,8.0,209.5
2018-04-12,1102.34814453125,4.1407999992370605,3,7,10.23,8.0,200.3
2018-04-13,1096.0341796875,4.114019870758057,0,10,10.23,8.0,199.51
2018-04-16,1106.87109375,4.090789794921875,5,3,10.23,8.0,203.4
2018-04-17,1087.4422607421875,4.0929999351501465,2,8,10.23,8.0,203.18
2018-04-18,1120.9840087890625,4.093090057373047,10,1,10.23,8.0,191.8
2018-04-19,1121.216064453125,4.017000198364258,1,9,10.23,8.0,193.23
2018-04-20,1109.319091796875,4.045820236206055,1,9,10.23,8.0,193.84
