date,BIST100,USD_TRY,advancing_stocks,declining_stocks,CPI,CBRT_Rate,5Y_CDS_Spread
2020-05-18,1019.8245849609375,6.883339881896973,9,1,10.94,8.75,590.16
2020-05-20,1021.569580078125,6.779789924621582,6,4,10.94,8.75,550.48
2020-05-21,1026.4835205078125,6.78410005569458,6,3,10.94,8.75,539.73
2020-05-22,1030.237548828125,6.789999961853027,8,2,10.94,8.75,549.62
2020-05-27,1049.5294189453125,6.72553014755249,10,1,10.94,8.25,540.79
2020-05-28,1053.5924072265625,6.7754998207092285,7,2,10.94,8.25,540.73
2020-05-29,1055.1993408203125,6.811049938201904,4,6,10.94,8.25,550.47
2020-06-01,1072.65625,6.804100036621094,10,1,11.39,8.25,535.74
2020-06-02,1080.96728515625,6.804599761962891,7,3,11.39,8.25,511.07
2020-06-03,1091.1072998046875,6.696300029754639,7,3,11.39,8.25,451.94
2020-06-04,1095.3631591796875,6.724100112915039,2,8,11.39,8.25,460.21
2020-06-05,1100.212158203125,6.748899936676025,7,3,11.39,8.25,452.15
2020-06-08,1096.3651123046875,6.76140022277832,1,8,11.39,8.25,424.88
2020-06-09,1092.3592529296875,6.775400161743164,3,7,11.39,8.25,439.51
2020-06-10,1097.7830810546875,6.787499904632568,7,2,11.39,8.25,444.58
2020-06-11,1091.5482177734375,6.769899845123291,1,8,11.39,8.25,474.06
2020-06-12,1098.34912109375,6.835100173950195,8,2,11.39,8.25,477.24
2020-06-15,1095.55419921875,6.813399791717529,1,9,11.39,8.25,477.23
2020-06-16,1109.39111328125,6.822169780731201,9,1,11.39,8.25,457.71
2020-06-17,1109.3941650390625,6.830959796905518,2,8,11.39,8.25,464.15
2020-06-18,1124.9400634765625,6.8317999839782715,7,2,11.39,8.25,469.04
2020-06-19,1136.113037109375,6.853109836578369,7,3,11.39,8.25,469.43
2020-06-22,1151.8948974609375,6.84689998626709,8,2,11.39,8.25,467.57
2020-06-23,1153.3829345703125,6.842299938201904,2,8,11.39,8.25,467.49
2020-06-24,1144.48291015625,6.844600200653076,0,10,11.39,8.25,477.35
2020-06-25,1141.3839111328125,6.850480079650879,3,6,11.39,8.25,487.17
2020-06-26,1146.6778564453125,6.8527398109436035,9,1,11.39,8.25,487.0
2020-06-29,1158.4239501953125,6.8505401611328125,7,2,11.39,8.25,487.1
2020-06-30,1165.2418212890625,6.8495001792907715,9,1,11.39,8.25,487.25
2020-07-01,1153.1439208984375,6.847300052642822,4,6,12.62,8.25,477.63
2020-07-02,1169.07177734375,6.845600128173828,8,2,12.62,8.25,462.75
2020-07-03,1157.4788818359375,6.848100185394287,0,10,12.62,8.25,458.52
2020-07-06,1184.8458251953125,6.858500003814697,8,1,12.62,8.25,472.66
2020-07-07,1193.3826904296875,6.856200218200684,5,5,12.62,8.25,479.03
2020-07-08,1187.11865234375,6.853360176086426,2,8,12.62,8.25,494.86
2020-07-09,1157.929931640625,6.85791015625,3,7,12.62,8.25,504.43
2020-07-10,1148.0799560546875,6.857729911804199,4,6,12.62,8.25,517.8
2020-07-13,1183.9808349609375,6.8597002029418945,10,1,12.62,8.25,516.45
2020-07-14,1177.40478515625,6.855400085449219,3,7,12.62,8.25,516.56
2020-07-16,1188.068603515625,6.85290002822876,8,2,12.62,8.25,520.94
2020-07-17,1187.8546142578125,6.855629920959473,4,6,12.62,8.25,518.59
2020-07-20,1192.8026123046875,6.851900100708008,4,6,12.62,8.25,511.74
2020-07-21,1180.413818359375,6.853650093078613,2,8,12.62,8.25,494.57
2020-07-22,1180.792724609375,6.826879978179932,2,7,12.62,8.25,487.29
2020-07-23,1190.3056640625,6.840199947357178,9,1,12.62,8.25,480.93
2020-07-24,1192.0096435546875,6.83558988571167,3,7,12.62,8.25,489.79
2020-07-27,1195.693603515625,6.840700149536133,4,5,12.62,8.25,488.84
2020-07-28,1152.69384765625,6.8790998458862305,0,10,12.62,8.25,531.42
2020-07-29,1135.593994140625,6.938799858093262,1,9,12.62,8.25,548.69
2020-07-30,1126.89404296875,6.970699787139893,3,7,12.62,8.25,565.87
2020-08-04,1087.1942138671875,6.960400104522705,2,8,11.76,8.25,570.93
2020-08-05,1091.7943115234375,6.92609977722168,3,7,11.76,8.25,581.94
2020-08-06,1034.39453125,7.0495500564575195,0,10,11.76,8.25,595.41
2020-08-07,1060.5943603515625,7.223239898681641,9,1,11.76,8.25,573.69
2020-08-10,1075.4942626953125,7.29964017868042,3,7,11.76,8.25,569.68
2020-08-11,1110.0941162109375,7.328100204467773,10,1,11.76,8.25,546.68
2020-08-12,1114.194091796875,7.224120140075684,5,5,11.76,8.25,531.86
2020-08-13,1100.294189453125,7.319019794464111,1,9,11.76,8.25,541.68
2020-08-14,1083.7943115234375,7.332099914550781,0,9,11.76,8.25,558.96
2020-08-17,1086.1942138671875,7.366000175476074,4,5,11.76,8.25,562.91
2020-08-18,1092.4942626953125,7.373429775238037,7,2,11.76,8.25,561.92
2020-08-19,1124.6939697265625,7.3649001121521,10,1,11.76,8.25,532.46
2020-08-20,1126.7940673828125,7.277900218963623,1,9,11.76,8.25,554.55
2020-08-21,1109.8941650390625,7.296199798583984,3,7,11.76,8.25,546.28
2020-08-24,1108.3941650390625,7.284570217132568,7,3,11.76,8.25,541.41
2020-08-25,1092.1942138671875,7.372900009155273,3,7,11.76,8.25,539.4
2020-08-26,1098.994140625,7.393199920654297,5,5,11.76,8.25,530.13
2020-08-27,1108.8941650390625,7.348750114440918,8,2,11.76,8.25,527.19
2020-08-28,1100.5941162109375,7.35260009765625,1,9,11.76,8.25,523.0
2020-08-31,1078.59423828125,7.324900150299072,1,9,11.77,8.25,523.08
2020-09-01,1085.1942138671875,7.35260009765625,7,1,11.77,8.25,516.76
2020-09-02,1083.894287109375,7.359399795532227,0,10,11.77,8.25,492.25
2020-09-03,1076.2943115234375,7.363239765167236,1,8,11.77,8.25,499.57
2020-09-04,1086.2943115234375,7.4220099449157715,9,1,11.77,8.25,507.14
2020-09-07,1096.794189453125,7.431399822235107,10,1,11.77,8.25,506.98
2020-09-08,1089.59423828125,7.449699878692627,2,8,11.77,8.25,512.81
2020-09-09,1099.694091796875,7.479100227355957,5,4,11.77,8.25,509.03
2020-09-10,1099.0941162109375,7.4688801765441895,8,2,11.77,8.25,507.6
2020-09-11,1102.694091796875,7.442500114440918,5,5,11.77,8.25,507.1
2020-09-14,1107.294189453125,7.467289924621582,8,2,11.77,8.25,512.66
2020-09-15,1111.194091796875,7.483500003814697,2,8,11.77,8.25,503.18
2020-09-16,1107.0941162109375,7.485400199890137,3,7,11.77,8.25,505.18
2020-09-17,1110.694091796875,7.492700099945068,3,6,11.77,8.25,517.06
2020-09-18,1111.994140625,7.544600009918213,3,5,11.77,8.25,522.06
2020-09-21,1086.9942626953125,7.557600021362305,1,9,11.77,8.25,558.47
2020-09-22,1096.194091796875,7.616640090942383,6,3,11.77,8.25,561.46
2020-09-23,1102.694091796875,7.667699813842773,8,1,11.77,8.25,567.33
2020-09-24,1119.593994140625,7.698599815368652,7,3,11.77,8.25,558.45
2020-09-25,1124.1939697265625,7.615699768066406,7,3,11.77,8.25,539.61
2020-09-28,1121.1939697265625,7.658180236816406,3,7,11.77,10.25,545.6
2020-09-29,1123.2940673828125,7.780360221862793,4,6,11.77,10.25,545.11
2020-09-30,1145.19384765625,7.8113298416137695,9,1,11.77,10.25,527.96
2020-10-01,1143.493896484375,7.705870151519775,6,4,11.75,10.25,516.54
2020-10-02,1144.993896484375,7.751399993896484,5,5,11.75,10.25,515.6
2020-10-05,1160.69384765625,7.736629962921143,10,1,11.75,10.25,503.93
2020-10-06,1153.69384765625,7.760000228881836,1,9,11.75,10.25,496.7
2020-10-07,1152.3939208984375,7.788269996643066,2,8,11.75,10.25,507.73
2020-10-08,1150.493896484375,7.872690200805664,4,5,11.75,10.25,523.84
2020-10-09,1165.6937255859375,7.940299987792969,9,1,11.75,10.25,504.24
2020-10-12,1178.393798828125,7.845250129699707,7,3,11.75,10.25,504.23
2020-10-13,1174.6937255859375,7.88539981842041,3,7,11.75,10.25,507.57
2020-10-14,1189.293701171875,7.9207000732421875,7,1,11.75,10.25,519.5
2020-10-15,1180.393798828125,7.906199932098389,1,9,11.75,10.25,528.96
2020-10-16,1192.693603515625,7.9309000968933105,8,2,11.75,10.25,517.56
2020-10-19,1205.3936767578125,7.912300109863281,8,2,11.75,10.25,512.22
2020-10-20,1210.3935546875,7.872640132904053,5,5,11.75,10.25,506.8
2020-10-21,1211.4935302734375,7.857999801635742,1,9,11.75,10.25,490.5
2020-10-22,1198.293701171875,7.808040142059326,1,9,11.75,10.25,507.31
2020-10-23,1190.5936279296875,7.941199779510498,3,7,11.75,10.25,510.15
2020-10-26,1144.493896484375,7.97353982925415,0,10,11.75,10.25,528.41
2020-10-27,1152.5938720703125,8.09022045135498,7,3,11.75,10.25,529.43
2020-10-28,1126.9940185546875,8.192700386047363,1,9,11.75,10.25,551.21
2020-10-30,1112.3941650390625,8.297940254211426,2,8,11.75,10.25,552.24
2020-11-02,1133.593994140625,8.363490104675293,9,1,11.89,10.25,556.56
2020-11-03,1150.69384765625,8.433609962463379,8,2,11.89,10.25,555.15
2020-11-04,1167.6937255859375,8.432000160217285,9,1,11.89,10.25,539.7
2020-11-05,1179.9937744140625,8.440500259399414,6,3,11.89,10.25,512.89
2020-11-06,1191.99365234375,8.42039966583252,4,4,11.89,10.25,523.28
2020-11-09,1231.493408203125,8.437789916992188,9,1,11.89,10.25,461.33
2020-11-10,1242.993408203125,8.107600212097168,7,3,11.89,10.25,450.56
2020-11-11,1279.193115234375,8.149149894714355,9,1,11.89,10.25,403.39
2020-11-12,1271.7933349609375,7.7829999923706055,5,5,11.89,10.25,400.14
2020-11-13,1291.293212890625,7.68179988861084,7,3,11.89,10.25,398.02
2020-11-16,1292.9931640625,7.619949817657471,7,3,11.89,10.25,392.53
2020-11-17,1259.6932373046875,7.688379764556885,0,10,11.89,10.25,406.81
2020-11-18,1294.693115234375,7.674650192260742,10,1,11.89,10.25,391.13
2020-11-19,1312.9930419921875,7.6910600662231445,9,1,11.89,10.25,369.88
2020-11-20,1323.992919921875,7.539599895477295,8,2,11.89,10.25,370.37
2020-11-23,1314.2930908203125,7.617249965667725,3,7,11.89,15.0,381.27
2020-11-24,1320.9930419921875,7.873899936676025,6,4,11.89,15.0,381.25
2020-11-25,1325.492919921875,7.993899822235107,5,5,11.89,15.0,392.05
2020-11-26,1342.492919921875,7.939499855041504,8,2,11.89,15.0,391.08
2020-11-27,1328.69287109375,7.8709001541137695,1,9,11.89,15.0,380.72
2020-11-30,1283.5931396484375,7.817319869995117,0,10,11.89,15.0,382.32
2020-12-01,1325.29296875,7.8225998878479,10,1,14.03,15.0,375.12
2020-12-02,1325.492919921875,7.817500114440918,4,6,14.03,15.0,369.72
2020-12-03,1330.8929443359375,7.850490093231201,2,6,14.03,15.0,356.1
2020-12-04,1330.8929443359375,7.781199932098389,4,6,14.03,15.0,354.23
2020-12-07,1329.8929443359375,7.801380157470703,7,3,14.03,15.0,356.59
2020-12-08,1339.8929443359375,7.796760082244873,6,4,14.03,15.0,357.63
2020-12-09,1350.2928466796875,7.8096699714660645,7,2,14.03,15.0,364.5
2020-12-10,1353.392822265625,7.817659854888916,4,6,14.03,15.0,369.35
2020-12-11,1370.692626953125,7.886300086975098,7,3,14.03,15.0,375.31
2020-12-14,1388.5926513671875,7.854340076446533,9,1,14.03,15.0,373.94
2020-12-15,1395.392578125,7.847099781036377,4,4,14.03,15.0,362.65
2020-12-16,1392.4925537109375,7.83050012588501,5,5,14.03,15.0,348.36
2020-12-17,1399.392578125,7.794710159301758,4,6,14.03,15.0,331.16
2020-12-18,1408.2926025390625,7.697700023651123,4,5,14.03,15.0,321.29
2020-12-21,1384.3927001953125,7.658549785614014,1,9,14.03,15.0,332.64
2020-12-22,1404.9925537109375,7.643249988555908,9,1,14.03,15.0,331.14
2020-12-23,1417.6923828125,7.65749979019165,6,2,14.03,15.0,328.73
2020-12-24,1425.992431640625,7.633299827575684,8,2,14.03,15.0,320.34
2020-12-28,1439.2923583984375,7.569499969482422,7,3,14.03,17.0,320.36
2020-12-29,1459.6922607421875,7.4394001960754395,8,2,14.03,17.0,306.53
2020-12-30,1479.8922119140625,7.388800144195557,6,4,14.03,17.0,305.5
2020-12-31,1476.692138671875,7.373730182647705,8,2,14.6,17.0,305.5
2021-01-04,1495.39208984375,7.433420181274414,7,3,14.6,17.0,306.49
2021-01-05,1489.592041015625,7.421500205993652,2,8,14.6,17.0,313.9
2021-01-06,1505.39208984375,7.383790016174316,8,2,14.6,17.0,307.52
2021-01-07,1522.19189453125,7.29971981048584,8,1,14.6,17.0,307.5
2021-01-08,1540.591796875,7.326600074768066,8,2,14.6,17.0,308.95
2021-01-11,1536.1917724609375,7.357649803161621,3,6,14.6,17.0,315.35
2021-01-12,1549.4918212890625,7.471950054168701,6,3,14.6,17.0,326.14
2021-01-13,1559.291748046875,7.446959972381592,3,7,14.6,17.0,315.79
2021-01-14,1546.591796875,7.394269943237305,3,7,14.6,17.0,316.32
2021-01-15,1524.491943359375,7.366099834442139,3,7,14.6,17.0,327.07
2021-01-18,1556.791748046875,7.449079990386963,7,3,14.6,17.0,327.11
2021-01-19,1564.99169921875,7.475180149078369,7,3,14.6,17.0,328.1
2021-01-20,1569.3917236328125,7.466300010681152,6,4,14.6,17.0,329.11
2021-01-21,1551.591796875,7.410600185394287,0,9,14.6,17.0,323.71
2021-01-22,1542.4918212890625,7.365699768066406,1,9,14.6,17.0,326.17
2021-01-25,1540.1917724609375,7.41772985458374,2,8,14.6,17.0,327.13
2021-01-26,1536.091796875,7.40749979019165,5,5,14.6,17.0,319.3
2021-01-27,1466.9921875,7.347300052642822,0,10,14.6,17.0,321.18
2021-01-28,1498.2921142578125,7.392240047454834,9,1,14.6,17.0,313.91
2021-01-29,1473.4921875,7.345779895782471,0,10,14.6,17.0,307.48
2021-02-01,1492.4920654296875,7.277699947357178,7,3,14.97,17.0,304.09
2021-02-02,1511.3919677734375,7.185070037841797,10,1,14.97,17.0,299.7
2021-02-03,1533.591796875,7.192599773406982,10,1,14.97,17.0,297.25
2021-02-04,1534.891845703125,7.156599998474121,4,5,14.97,17.0,292.3
2021-02-05,1527.19189453125,7.132900238037109,3,7,14.97,17.0,285.39
2021-02-08,1534.891845703125,7.0569000244140625,4,5,14.97,17.0,287.41
2021-02-09,1544.091796875,7.074900150299072,9,1,14.97,17.0,290.32
2021-02-10,1547.091796875,7.0639801025390625,7,3,14.97,17.0,290.81
2021-02-11,1545.591796875,7.055480003356934,6,4,14.97,17.0,289.63
2021-02-12,1538.391845703125,7.023900032043457,2,8,14.97,17.0,286.96
2021-02-15,1562.49169921875,7.028900146484375,8,2,14.97,17.0,285.46
2021-02-16,1542.7918701171875,6.956900119781494,1,9,14.97,17.0,287.0
2021-02-17,1540.591796875,6.982399940490723,3,7,14.97,17.0,290.82
2021-02-18,1546.391845703125,6.963210105895996,5,5,14.97,17.0,286.98
2021-02-19,1560.291748046875,6.965590000152588,8,1,14.97,17.0,283.13
2021-02-22,1550.591796875,6.981400012969971,6,4,14.97,17.0,288.03
2021-02-23,1517.8919677734375,7.010000228881836,3,7,14.97,17.0,289.42
2021-02-24,1482.9921875,7.100299835205078,3,7,14.97,17.0,290.95
2021-02-25,1488.1920166015625,7.16379976272583,6,4,14.97,17.0,296.58
2021-02-26,1471.3922119140625,7.3231000900268555,2,8,14.97,17.0,316.23
2021-03-01,1527.491943359375,7.413090229034424,8,2,14.97,17.0,300.88
2021-03-02,1528.7919921875,7.269370079040527,5,4,14.97,17.0,304.2
2021-03-03,1531.091796875,7.34499979019165,3,6,15.61,17.0,313.65
2021-03-04,1537.9918212890625,7.456699848175049,4,5,15.61,17.0,318.54
2021-03-05,1541.9918212890625,7.508900165557861,6,4,15.61,17.0,328.72
2021-03-08,1530.2918701171875,7.507740020751953,1,9,15.61,17.0,339.73
2021-03-09,1549.1917724609375,7.755760192871094,8,2,15.61,17.0,332.09
2021-03-10,1564.8917236328125,7.606659889221191,5,5,15.61,17.0,326.28
2021-03-11,1556.49169921875,7.489699840545654,4,6,15.61,17.0,310.11
2021-03-12,1557.3917236328125,7.475100040435791,3,7,15.61,17.0,322.5
2021-03-15,1555.49169921875,7.556000232696533,5,4,15.61,17.0,315.5
2021-03-16,1570.3917236328125,7.530720233917236,6,4,15.61,17.0,310.54
2021-03-17,1562.0916748046875,7.4882001876831055,3,7,15.61,17.0,325.28
2021-03-18,1550.891845703125,7.49429988861084,2,8,15.61,17.0,305.33
2021-03-19,1528.991943359375,7.320219993591309,1,9,15.61,17.0,302.76
2021-03-22,1379.292724609375,8.095390319824219,0,10,15.61,19.0,307.2
2021-03-23,1377.3927001953125,7.825399875640869,4,6,15.61,19.0,458.06
2021-03-24,1413.892578125,7.939599990844727,9,1,15.61,19.0,448.85
2021-03-25,1394.392578125,7.911399841308594,2,8,15.61,19.0,455.82
2021-03-26,1382.192626953125,7.947999954223633,2,8,15.61,19.0,451.68
2021-03-29,1392.592529296875,8.118200302124023,5,5,15.61,19.0,465.78
2021-03-30,1395.7926025390625,8.243490219116211,4,6,15.61,19.0,480.51
2021-03-31,1391.692626953125,8.324700355529785,3,7,16.19,19.0,468.24
2021-04-01,1426.5924072265625,8.241889953613281,10,1,16.19,19.0,446.17
2021-04-05,1442.09228515625,8.184000015258789,7,1,16.19,19.0,446.08
2021-04-06,1420.5924072265625,8.11340045928955,0,10,16.19,19.0,432.99
2021-04-07,1417.8924560546875,8.14490032196045,6,3,16.19,19.0,436.31
2021-04-08,1416.5924072265625,8.14387035369873,2,7,16.19,19.0,436.17
2021-04-09,1393.1925048828125,8.12952995300293,0,10,16.19,19.0,439.88
2021-04-12,1375.8927001953125,8.170999526977539,1,9,16.19,19.0,439.4
2021-04-13,1378.3927001953125,8.154500007629395,2,8,16.19,19.0,437.68
2021-04-14,1409.1925048828125,8.107099533081055,9,1,16.19,19.0,425.57
2021-04-15,1407.7926025390625,8.080300331115723,3,7,16.19,19.0,412.0
2021-04-16,1408.092529296875,8.028800010681152,2,8,16.19,19.0,397.82
2021-04-19,1377.192626953125,8.076199531555176,0,10,16.19,19.0,394.73
2021-04-20,1365.2928466796875,8.090399742126465,2,8,16.19,19.0,405.69
2021-04-21,1330.492919921875,8.10342025756836,1,8,16.19,19.0,407.8
2021-04-22,1345.19287109375,8.190099716186523,7,3,16.19,19.0,415.76
2021-04-26,1373.99267578125,8.406160354614258,9,1,16.19,19.0,426.18
2021-04-27,1391.99267578125,8.290300369262695,9,1,16.19,19.0,418.22
2021-04-28,1385.8927001953125,8.205940246582031,3,5,16.19,19.0,421.01
2021-04-29,1401.4925537109375,8.184889793395996,8,2,16.19,19.0,415.31
2021-04-30,1397.7926025390625,8.184880256652832,3,6,16.19,19.0,414.33
2021-05-03,1421.1923828125,8.274550437927246,9,1,17.14,19.0,414.31
2021-05-04,1416.29248046875,8.258999824523926,1,9,17.14,19.0,415.8
2021-05-05,1419.992431640625,8.319299697875977,3,5,17.14,19.0,410.61
2021-05-06,1427.6923828125,8.329000473022461,6,4,17.14,19.0,405.34
2021-05-07,1441.2923583984375,8.276749610900879,7,3,17.14,19.0,389.36
2021-05-10,1460.892333984375,8.23799991607666,9,1,17.14,19.0,385.44
2021-05-11,1444.892333984375,8.271400451660156,0,10,17.14,19.0,389.58
2021-05-12,1441.2923583984375,8.28950023651123,5,5,17.14,19.0,405.97
2021-05-17,1454.2923583984375,8.445099830627441,7,3,17.14,19.0,395.47
2021-05-18,1459.59228515625,8.302020072937012,6,4,17.14,19.0,394.97
2021-05-20,1449.7923583984375,8.410599708557129,3,7,17.14,19.0,399.32
2021-05-21,1451.7923583984375,8.36931037902832,6,4,17.14,19.0,397.09
2021-05-24,1452.1922607421875,8.416299819946289,3,7,17.14,19.0,394.04
2021-05-25,1400.1925048828125,8.377969741821289,0,10,17.14,19.0,398.94
2021-05-26,1427.0924072265625,8.452300071716309,10,1,17.14,19.0,399.65
2021-05-27,1414.9925537109375,8.451199531555176,2,7,17.14,19.0,397.19
2021-05-28,1422.0924072265625,8.48235034942627,8,2,17.14,19.0,406.1
2021-05-31,1420.492431640625,8.573399543762207,5,4,16.59,19.0,406.18
2021-06-01,1431.992431640625,8.487799644470215,8,2,16.59,19.0,398.28
2021-06-02,1430.6923828125,8.601699829101562,6,4,16.59,19.0,400.66
2021-06-03,1428.0924072265625,8.580490112304688,6,4,16.59,19.0,403.75
2021-06-04,1432.8924560546875,8.70680046081543,7,2,16.59,19.0,401.04
2021-06-07,1447.09228515625,8.67300033569336,9,1,16.59,19.0,395.74
2021-06-08,1447.59228515625,8.597149848937988,6,4,16.59,19.0,389.74
2021-06-09,1449.1922607421875,8.599699974060059,6,4,16.59,19.0,378.85
2021-06-10,1456.6922607421875,8.582300186157227,8,2,16.59,19.0,369.98
2021-06-11,1460.892333984375,8.425200462341309,2,8,16.59,19.0,368.67
2021-06-14,1454.2923583984375,8.378479957580566,4,6,16.59,19.0,370.95
2021-06-15,1442.59228515625,8.45576000213623,1,9,16.59,19.0,378.3
2021-06-16,1431.29248046875,8.555899620056152,2,8,16.59,19.0,377.57
2021-06-17,1414.1925048828125,8.619999885559082,3,7,16.59,19.0,384.25
2021-06-18,1391.0926513671875,8.71345043182373,3,6,16.59,19.0,384.11
2021-06-21,1398.4925537109375,8.754280090332031,8,2,16.59,19.0,385.15
2021-06-22,1409.892578125,8.779199600219727,10,1,16.59,19.0,383.57
2021-06-23,1402.392578125,8.63895034790039,1,9,16.59,19.0,378.77
2021-06-24,1410.7926025390625,8.634499549865723,7,3,16.59,19.0,376.12
2021-06-25,1391.8927001953125,8.69729995727539,0,10,16.59,19.0,375.73
2021-06-28,1373.292724609375,8.747309684753418,0,10,16.59,19.0,376.53
2021-06-29,1371.692626953125,8.683099746704102,2,8,16.59,19.0,377.66
2021-06-30,1356.2928466796875,8.72599983215332,1,9,16.59,19.0,379.14
2021-07-01,1372.792724609375,8.704700469970703,10,1,17.53,19.0,381.22
2021-07-02,1376.692626953125,8.664609909057617,5,5,17.53,19.0,381.05
2021-07-05,1392.592529296875,8.688400268554688,10,1,17.53,19.0,381.17
2021-07-06,1382.5926513671875,8.65999984741211,2,8,17.53,19.0,386.83
2021-07-07,1390.5926513671875,8.680299758911133,6,3,17.53,19.0,386.42
2021-07-08,1372.99267578125,8.678500175476074,1,9,17.53,19.0,388.3
2021-07-09,1378.292724609375,8.681900024414062,4,4,17.53,19.0,383.66
2021-07-12,1356.9927978515625,8.65429973602295,0,10,17.53,19.0,384.53
2021-07-13,1346.7928466796875,8.632100105285645,3,7,17.53,19.0,385.1
2021-07-14,1367.2928466796875,8.619199752807617,9,1,17.53,19.0,381.45
2021-07-16,1363.2928466796875,8.560689926147461,2,7,17.53,19.0,375.36
2021-07-19,1351.5927734375,8.532099723815918,0,9,17.53,19.0,383.44
2021-07-26,1349.0927734375,8.54757022857666,4,6,17.53,19.0,377.87
2021-07-27,1359.5927734375,8.554499626159668,9,1,17.53,19.0,381.26
2021-07-28,1360.7928466796875,8.556099891662598,4,6,17.53,19.0,381.62
2021-07-29,1391.5926513671875,8.551259994506836,10,1,17.53,19.0,375.96
2021-07-30,1392.892578125,8.45226001739502,3,7,17.53,19.0,377.56
2021-08-02,1399.6925048828125,8.43667984008789,8,2,18.95,19.0,374.07
2021-08-03,1408.7926025390625,8.349800109863281,5,4,18.95,19.0,376.11
2021-08-04,1413.7926025390625,8.401200294494629,6,3,18.95,19.0,376.24
2021-08-05,1431.79248046875,8.475500106811523,9,1,18.95,19.0,381.01
2021-08-06,1434.79248046875,8.52560043334961,7,3,18.95,19.0,384.14
2021-08-09,1432.5924072265625,8.627900123596191,3,7,18.95,19.0,385.57
2021-08-10,1437.492431640625,8.6489896774292,7,3,18.95,19.0,388.48
2021-08-11,1410.892578125,8.598799705505371,2,8,18.95,19.0,388.65
2021-08-12,1444.4923095703125,8.625439643859863,10,1,18.95,19.0,383.2
2021-08-13,1447.59228515625,8.561189651489258,5,5,18.95,19.0,380.06
2021-08-16,1455.2923583984375,8.512200355529785,5,4,18.95,19.0,378.62
2021-08-17,1461.692138671875,8.454700469970703,5,4,18.95,19.0,380.55
2021-08-18,1449.59228515625,8.42667007446289,0,10,18.95,19.0,381.66
2021-08-19,1439.892333984375,8.453519821166992,5,5,18.95,19.0,384.59
2021-08-20,1444.59228515625,8.530799865722656,8,2,18.95,19.0,383.36
2021-08-23,1459.2923583984375,8.490799903869629,9,1,18.95,19.0,377.69
2021-08-24,1465.8922119140625,8.42650032043457,7,3,18.95,19.0,371.92
2021-08-25,1453.2923583984375,8.411800384521484,2,8,18.95,19.0,366.97
2021-08-26,1448.4923095703125,8.373379707336426,4,6,18.95,19.0,366.91
2021-08-27,1458.1922607421875,8.376409530639648,8,2,18.95,19.0,364.15
2021-08-31,1472.0921630859375,8.367300033569336,6,3,19.25,19.0,360.98
2021-09-01,1474.0921630859375,8.304499626159668,6,4,19.25,19.0,361.38
2021-09-02,1479.0921630859375,8.283780097961426,7,2,19.25,19.0,361.37
2021-09-03,1468.692138671875,8.279580116271973,1,9,19.25,19.0,361.39
2021-09-06,1474.692138671875,8.312649726867676,6,4,19.25,19.0,360.9
2021-09-07,1454.6922607421875,8.276780128479004,1,9,19.25,19.0,360.49
2021-09-08,1433.8924560546875,8.344799995422363,1,9,19.25,19.0,360.65
2021-09-09,1452.6922607421875,8.472200393676758,8,2,19.25,19.0,360.41
2021-09-10,1438.6922607421875,8.440400123596191,1,9,19.25,19.0,360.02
2021-09-13,1438.2923583984375,8.46660041809082,5,4,19.25,19.0,362.93
2021-09-14,1434.3924560546875,8.422100067138672,4,3,19.25,19.0,366.1
2021-09-15,1423.992431640625,8.430669784545898,2,8,19.25,19.0,367.18
2021-09-16,1417.992431640625,8.425800323486328,4,6,19.25,19.0,372.2
2021-09-17,1419.3924560546875,8.529009819030762,8,1,19.25,19.0,380.02
2021-09-20,1391.8927001953125,8.635199546813965,2,8,19.25,19.0,394.96
2021-09-21,1385.5926513671875,8.668299674987793,5,5,19.25,19.0,390.18
2021-09-22,1407.4925537109375,8.620400428771973,10,1,19.25,19.0,392.32
2021-09-23,1401.4925537109375,8.656299591064453,5,4,19.25,19.0,405.35
2021-09-24,1384.692626953125,8.756429672241211,3,7,19.25,19.0,417.33
2021-09-27,1391.692626953125,8.858619689941406,7,3,19.25,18.0,426.36
2021-09-28,1383.792724609375,8.814200401306152,5,5,19.25,18.0,429.84
2021-09-29,1391.8927001953125,8.866900444030762,6,3,19.25,18.0,420.44
2021-09-30,1406.392578125,8.916139602661133,10,1,19.25,18.0,426.59
2021-10-01,1401.4925537109375,8.885000228881836,4,5,19.58,18.0,428.6
2021-10-04,1394.392578125,8.85260009765625,2,7,19.58,18.0,430.74
2021-10-05,1391.692626953125,8.847100257873535,5,5,19.58,18.0,430.4
2021-10-06,1371.692626953125,8.861960411071777,2,8,19.58,18.0,434.19
2021-10-07,1396.892578125,8.866040229797363,10,1,19.58,18.0,421.98
2021-10-08,1397.9925537109375,8.87090015411377,5,4,19.58,18.0,429.31
2021-10-11,1416.29248046875,8.955010414123535,10,1,19.58,18.0,430.38
2021-10-12,1416.79248046875,8.99487018585205,3,6,19.58,18.0,435.82
2021-10-13,1413.4925537109375,9.037989616394043,5,5,19.58,18.0,435.33
2021-10-14,1411.7926025390625,9.146920204162598,6,3,19.58,18.0,440.51
2021-10-15,1409.592529296875,9.190099716186523,3,7,19.58,18.0,442.32
2021-10-18,1417.6923828125,9.236949920654297,5,5,19.58,18.0,446.05
2021-10-19,1429.8924560546875,9.339099884033203,7,2,19.58,18.0,439.99
2021-10-20,1432.79248046875,9.305399894714355,5,5,19.58,18.0,437.08
